Name		chromosome	base_pair_location	other_allele	effect_allele	Trait	Cohort	Model	beta	ci_lower	ci_upper	p_value	effect_allele_frequency	standard_error	Rank	CRISPR gene?	Our p-val
AKAP7	ENSG00000118507).GENE.M1.01	6	131135763	ref	M1.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0383511	-0.0363984	0.113101	0.314616	0.000720796	0.999279	15097	#N/A	#N/A
PLRG1	ENSG00000171566).GENE.M3.singleton	4	154536684	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0888677	-0.0843514	0.262087	0.31464	0.000133706	0.999866	15098	#N/A	#N/A
CEACAM19	ENSG00000186567).GENE.M1.001	19	44671931	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0564034	-0.166347	0.0535399	0.314654	0.000346419	1.00667	15099	#N/A	#N/A
PHC1	ENSG00000111752).GENE.M1.singleton	12	8917677	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.190194	-0.180632	0.56102	0.314776	2.92E-05	0.999971	15100	#N/A	#N/A
EN2	ENSG00000164778).GENE.M3.singleton	7	155458377	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.173081	-0.510544	0.164381	0.314779	3.52E-05	0.999965	15101	#N/A	#N/A
C11orf1	ENSG00000137720).GENE.M1.001	11	111879560	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0672995	-0.0639208	0.19852	0.314793	0.000233377	0.999767	15102	#N/A	#N/A
POM121C	ENSG00000272391).GENE.M3.01	7	75418795	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0311246	-0.0918157	0.0295664	0.314828	0.00109274	0.998906	15103	#N/A	#N/A
SNRPF	ENSG00000139343).GENE.M1.singleton	12	95859073	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.310499	-0.295046	0.916043	0.314902	1.09E-05	0.999989	15104	#N/A	#N/A
DOCK7	ENSG00000116641).GENE.M1.singleton	1	62455413	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0951252	-0.280647	0.0903967	0.314916	0.000117904	0.999882	15105	#N/A	#N/A
SIGLEC10	ENSG00000142512).GENE.M3.0001	19	51411098	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0754886	-0.0717418	0.222719	0.314935	0.000194481	0.999805	15106	#N/A	#N/A
PXDNL	ENSG00000147485).GENE.M3.singleton	8	51319890	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.101097	-0.298314	0.0961192	0.315032	0.000103318	0.999897	15107	#N/A	#N/A
ZBTB3	ENSG00000185670).GENE.M1.001	11	62752089	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.104186	-0.30743	0.0990581	0.315038	9.72E-05	0.999903	15108	#N/A	#N/A
STOX2	ENSG00000173320).GENE.M1.singleton	4	183906790	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.240312	-0.709335	0.228712	0.315274	1.82E-05	0.999982	15109	#N/A	#N/A
C1QTNF9	ENSG00000240654).GENE.M3.singleton	13	24316003	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.130302	-0.124026	0.384631	0.3153	5.96E-05	1.04076	15110	#N/A	#N/A
IRS4	ENSG00000133124).GENE.M3.0001	23	108732570	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0705289	-0.0671369	0.208195	0.315317	0.000153154	1.38086	15111	#N/A	#N/A
ZNF85	ENSG00000105750).GENE.M1.singleton	19	20923400	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.161211	-0.153524	0.475945	0.315419	4.25E-05	0.999957	15112	#N/A	#N/A
COPS7B	ENSG00000144524).GENE.M3.01	2	231781823	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0673331	-0.19879	0.0641241	0.315425	0.000234593	0.999765	15113	#N/A	#N/A
IBSP	ENSG00000029559).GENE.M1.0001	4	87802361	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.13572	-0.129277	0.400717	0.315471	5.71E-05	0.999943	15114	#N/A	#N/A
TRIM52	ENSG00000183718).GENE.M1.001	5	181257413	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.102856	-0.303716	0.0980036	0.315544	9.97E-05	0.9999	15115	#N/A	#N/A
MYLK3	ENSG00000140795).GENE.M3.0001	16	46707703	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0975695	-0.0930111	0.28815	0.315657	0.000110611	0.999889	15116	#N/A	#N/A
ZMYM6	ENSG00000163867).GENE.M1.001	1	34987103	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0400848	-0.038227	0.118397	0.31575	0.000662451	0.999337	15117	#N/A	#N/A
LRP5L	ENSG00000100068).GENE.M1.0001	22	25351794	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.141743	-0.418684	0.135199	0.315794	5.23E-05	0.999948	15118	#N/A	#N/A
UTP3	ENSG00000132467).GENE.M1.singleton	4	70688677	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.207861	-0.198319	0.61404	0.31586	2.43E-05	0.999976	15119	#N/A	#N/A
TMIGD2	ENSG00000167664).GENE.M1.0001	19	4292598	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.165838	-0.489973	0.158297	0.315966	4.01E-05	0.99996	15120	#N/A	#N/A
HMGXB4	ENSG00000100281).GENE.M3.01	22	35262390	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0272723	-0.0805952	0.0260506	0.316134	0.0014112	1.00031	15121	#N/A	#N/A
SYPL1	ENSG00000008282).GENE.M3.singleton	7	106091804	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.178845	-0.170876	0.528566	0.316192	3.28E-05	0.999967	15122	#N/A	#N/A
ANO6	ENSG00000177119).GENE.M1.01	12	45216321	ref	M1.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0369558	-0.109225	0.0353138	0.316224	0.000769416	0.99923	15123	#N/A	#N/A
NEURL3	ENSG00000163121).GENE.M1.singleton	2	96498243	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.281387	-0.269045	0.831818	0.316365	1.34E-05	0.999987	15124	#N/A	#N/A
KANSL1	ENSG00000120071).GENE.M3.01	17	46031475	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0159301	-0.0470926	0.0152325	0.316382	0.00417162	0.995811	15125	#N/A	#N/A
GSTM2	ENSG00000213366).GENE.M1.singleton	1	109668115	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.190642	-0.563596	0.182312	0.316406	2.92E-05	0.999971	15126	#N/A	#N/A
GNAQ	ENSG00000156052).GENE.M3.1	9	77721322	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0111731	-0.0330316	0.0106855	0.316419	0.00856203	0.991364	15127	#N/A	#N/A
SLC26A10	ENSG00000135502).GENE.M1.1	12	57620220	ref	M1.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.00983051	-0.00940337	0.0290644	0.316467	0.0110271	0.995315	15128	#N/A	#N/A
VCPIP1	ENSG00000175073).GENE.M1.0001	8	66634500	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.20275	-0.599443	0.193943	0.316469	2.55E-05	0.999974	15129	#N/A	#N/A
CMTM3	ENSG00000140931).GENE.M1.singleton	16	66604805	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.248333	-0.734213	0.237547	0.31647	1.70E-05	0.999983	15130	#N/A	#N/A
KIRREL2	ENSG00000126259).GENE.M3.0001	19	35857119	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0572004	-0.0547228	0.169124	0.3165	0.000336695	0.999663	15131	#N/A	#N/A
SP7	ENSG00000170374).GENE.M3.0001	12	53328145	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0684498	-0.0655071	0.202407	0.31658	0.000223653	0.999776	15132	#N/A	#N/A
TBX20	ENSG00000164532).GENE.M3.0001	7	35202429	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0666783	-0.063823	0.197179	0.316622	0.000235808	0.999764	15133	#N/A	#N/A
SLC46A1	ENSG00000076351).GENE.M1.001	17	28399655	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.113461	-0.108614	0.335536	0.316647	8.14E-05	0.999919	15134	#N/A	#N/A
SLIT2	ENSG00000145147).GENE.M3.001	4	20253815	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.022452	-0.0214952	0.0663992	0.316673	0.00208581	0.99791	15135	#N/A	#N/A
TRAF4	ENSG00000076604).GENE.M1.singleton	17	28744112	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.232152	-0.686565	0.222262	0.316676	1.94E-05	0.999981	15136	#N/A	#N/A
C1QTNF5	ENSG00000223953).GENE.M1.001	11	119339330	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.22529	-0.666288	0.215707	0.316692	2.07E-05	0.999979	15138	#N/A	#N/A
FABP6	ENSG00000170231).GENE.M3.0001	5	160199106	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.110254	-0.326094	0.105586	0.316741	8.63E-05	0.999914	15139	#N/A	#N/A
IDH1	ENSG00000138413).GENE.M3.0001	2	208237078	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0565529	-0.167281	0.0541751	0.316814	0.000330618	0.999669	15140	#N/A	#N/A
PRR7	ENSG00000131188).GENE.M3.001	5	177455067	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0968578	-0.0927878	0.286503	0.31682	0.000111827	0.999888	15141	#N/A	#N/A
RBM45	ENSG00000155636).GENE.M3.001	2	178112546	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0424102	-0.125449	0.0406288	0.316824	0.000588305	0.999411	15142	#N/A	#N/A
C4orf47	ENSG00000205129).GENE.M1.01	4	185429411	ref	M1.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0416096	-0.123088	0.0398687	0.316865	0.000605322	0.999394	15143	#N/A	#N/A
IRF2	ENSG00000168310).GENE.M3.0001	4	184388757	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0941863	-0.0902701	0.278643	0.316929	0.000117904	0.999882	15144	#N/A	#N/A
WBSCR28	ENSG00000175877).GENE.M1.001	7	73861194	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0628599	-0.185968	0.060248	0.316936	0.000264981	0.999735	15145	#N/A	#N/A
BOP1	ENSG00000261236).GENE.M1.0001	8	144262163	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0995176	-0.0954029	0.294438	0.316987	0.000105749	0.999894	15146	#N/A	#N/A
MBL2	ENSG00000165471).GENE.M1.0001	10	52768136	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.193399	-0.185444	0.572241	0.31704	2.80E-05	0.999972	15147	#N/A	#N/A
HTR2B	ENSG00000135914).GENE.M3.0001	2	231108516	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0562147	-0.16634	0.0539108	0.317076	0.000334264	0.999666	15148	#N/A	#N/A
PABPN1	ENSG00000100836).GENE.M1.0001	14	23321469	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.197658	-0.18956	0.584875	0.31708	2.67E-05	0.999973	15149	#N/A	#N/A
MRGPRX1	ENSG00000170255).GENE.M3.001	11	18933815	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.119792	-0.354472	0.114887	0.317087	7.05E-05	1.03441	15150	#N/A	#N/A
LRRC38	ENSG00000162494).GENE.M1.0001	1	13475845	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.2035	-0.60218	0.19518	0.317101	2.55E-05	0.999974	15151	#N/A	#N/A
TLR5	ENSG00000187554).GENE.M3.singleton	1	223110454	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.108391	-0.104012	0.320795	0.317221	8.99E-05	0.99991	15152	#N/A	#N/A
CPA1	ENSG00000091704).GENE.M1.singleton	7	130380520	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.207356	-0.198983	0.613694	0.317226	2.43E-05	0.999976	15153	#N/A	#N/A
LRRC37A3	ENSG00000176809).GENE.M1.001	17	64854598	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0559444	-0.165589	0.0536999	0.31729	0.000334264	0.999666	15154	#N/A	#N/A
EXD2	ENSG00000081177).GENE.M3.001	14	69209470	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0328136	-0.0971252	0.0314981	0.317298	0.00097119	0.999028	15155	#N/A	#N/A
STX2	ENSG00000111450).GENE.M1.0001	12	130791899	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.131049	-0.125875	0.387973	0.317447	6.08E-05	0.999939	15156	#N/A	#N/A
GALNT1	ENSG00000141429).GENE.M3.singleton	18	35654662	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.116681	-0.112096	0.345459	0.317494	7.66E-05	0.999923	15157	#N/A	#N/A
NWD2	ENSG00000174145).GENE.M3.001	4	37245067	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0293811	-0.0869903	0.0282281	0.317506	0.00121186	0.998787	15158	#N/A	#N/A
ITK	ENSG00000113263).GENE.M1.singleton	5	157180977	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.172227	-0.509933	0.165479	0.317522	3.52E-05	0.999965	15159	#N/A	#N/A
UBE2O	ENSG00000175931).GENE.M1.0001	17	76390942	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.178374	-0.528179	0.171431	0.317586	3.28E-05	0.999967	15160	#N/A	#N/A
RP11-309L24.4	ENSG00000272899).GENE.M1.001	7	128866409	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0625588	-0.0601422	0.18526	0.317658	0.000267412	0.999733	15161	#N/A	#N/A
GRAMD1A	ENSG00000089351).GENE.M3.singleton	19	34996022	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0913566	-0.0878299	0.270543	0.317664	0.000131275	0.999869	15162	#N/A	#N/A
SPATA31A6	ENSG00000185775).GENE.M1.001	9	42183687	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0383256	-0.0368552	0.113506	0.317722	0.000652727	1.08879	15163	#N/A	#N/A
SMIM17	ENSG00000268182).GENE.M1.0001	19	56645667	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.263236	-0.779627	0.253155	0.317741	1.58E-05	0.999984	15164	#N/A	#N/A
TTC39A	ENSG00000085831).GENE.M3.001	1	51288156	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0316453	-0.093732	0.0304413	0.317801	0.00105506	0.998944	15165	#N/A	#N/A
CHN2	ENSG00000106069).GENE.M1.0001	7	29194941	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.103552	-0.099631	0.306734	0.317847	9.72E-05	0.999903	15166	#N/A	#N/A
ZFP91	ENSG00000186660).GENE.M3.001	11	58579281	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.105572	-0.101595	0.312739	0.317893	9.36E-05	0.999906	15167	#N/A	#N/A
DHRS13	ENSG00000167536).GENE.M3.singleton	17	28898440	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.142942	-0.423466	0.137582	0.317936	5.11E-05	0.999949	15168	#N/A	#N/A
RP1	ENSG00000104237).GENE.M3.01	8	54620966	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0152641	-0.0146922	0.0452204	0.317945	0.00451561	0.996005	15169	#N/A	#N/A
ZNF518B	ENSG00000178163).GENE.M3.singleton	4	10443103	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.102856	-0.0990031	0.304714	0.317947	9.85E-05	0.999902	15170	#N/A	#N/A
RPS17	ENSG00000182774).GENE.M1.0001	15	82536800	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.327198	-0.314957	0.969354	0.317958	9.72E-06	0.99999	15171	#N/A	#N/A
FHL2	ENSG00000115641).GENE.M3.01	2	105361282	ref	M3.01	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0261	-0.0251274	0.0773274	0.317994	0.00154612	1.00003	15172	#N/A	#N/A
GRIP2	ENSG00000144596).GENE.M1.0001	3	14493664	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0779471	-0.0750776	0.230972	0.318106	0.000171386	0.999829	15173	#N/A	#N/A
BTBD9	ENSG00000183826).GENE.M1.0001	6	38174984	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0812648	-0.0782863	0.240816	0.318145	0.000158016	0.999842	15174	#N/A	#N/A
HDAC9	ENSG00000048052).GENE.M1.singleton	7	18162324	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.15872	-0.152927	0.470367	0.318184	4.13E-05	0.999959	15175	#N/A	#N/A
RSBN1L	ENSG00000187257).GENE.M1.singleton	7	77696469	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.18509	-0.548533	0.178353	0.318208	3.04E-05	0.99997	15176	#N/A	#N/A
WRN	ENSG00000165392).GENE.M3.singleton	8	31058447	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.069618	-0.206322	0.0670861	0.318215	0.000215145	0.999785	15177	#N/A	#N/A
MCTP1	ENSG00000175471).GENE.M3.0001	5	94707495	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0420339	-0.040506	0.124574	0.31822	0.000590736	0.999409	15178	#N/A	#N/A
PTPRA	ENSG00000132670).GENE.M1.001	20	2964277	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0863045	-0.0831906	0.255799	0.318286	0.000139783	0.99986	15179	#N/A	#N/A
NT5C1A	ENSG00000116981).GENE.M3.singleton	1	39659120	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.124311	-0.368472	0.119851	0.318336	6.81E-05	0.999932	15180	#N/A	#N/A
SPTBN5	ENSG00000137877).GENE.M3.1	15	41848615	ref	M3.1	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.00909204	-0.00876837	0.0269525	0.318405	0.0128965	0.98789	15181	#N/A	#N/A
KRT80	ENSG00000167767).GENE.M3.001	12	52171397	ref	M3.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.0827173	-0.245232	0.0797971	0.318478	0.000151938	0.999848	15182	#N/A	#N/A
ANKRD53	ENSG00000144031).GENE.M1.0001	2	70978645	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0874146	-0.0843456	0.259175	0.318526	0.000137352	0.999863	15183	#N/A	#N/A
NR2F2	ENSG00000185551).GENE.M1.0001	15	96326309	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.25635	-0.760108	0.247409	0.318583	1.58E-05	0.999984	15184	#N/A	#N/A
CA2	ENSG00000104267).GENE.M1.001	8	85464081	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.117446	-0.113458	0.348351	0.31881	7.54E-05	0.999925	15185	#N/A	#N/A
LASP1	ENSG00000002834).GENE.M1.001	17	38870189	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.166048	-0.160425	0.49252	0.318832	3.77E-05	0.999962	15186	#N/A	#N/A
DNAJC16	ENSG00000116138).GENE.M3.singleton	1	15529105	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.103256	-0.0997643	0.306276	0.318844	9.85E-05	0.999902	15187	#N/A	#N/A
KDM4C	ENSG00000107077).GENE.M3.singleton	9	6792988	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0661919	-0.0639747	0.196358	0.318923	0.000237024	0.999763	15188	#N/A	#N/A
OTUD4	ENSG00000164164).GENE.M1.singleton	4	145137429	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.147898	-0.438783	0.142987	0.318995	4.74E-05	0.999953	15189	#N/A	#N/A
RANGRF	ENSG00000108961).GENE.M1.001	17	8288788	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.106012	-0.102505	0.314528	0.319025	9.24E-05	0.999908	15190	#N/A	#N/A
ALKBH4	ENSG00000160993).GENE.M3.0001	7	102457393	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0704442	-0.0681422	0.209031	0.319124	0.000209067	0.999791	15191	#N/A	#N/A
RDH13	ENSG00000160439).GENE.M3.0001	19	55045073	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0656428	-0.0635029	0.194789	0.319143	0.000252825	0.999747	15192	#N/A	#N/A
THEM5	ENSG00000196407).GENE.M1.0001	1	151847370	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.16165	-0.479722	0.156421	0.319204	4.01E-05	0.99996	15193	#N/A	#N/A
ACTRT3	ENSG00000184378).GENE.M1.0001	3	169767431	ref	M1.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.149804	-0.144961	0.44457	0.31921	4.62E-05	0.999954	15194	#N/A	#N/A
MRPL36	ENSG00000171421).GENE.M1.001	5	1798623	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0996686	-0.0964511	0.295788	0.319221	0.000104534	0.999895	15195	#N/A	#N/A
DDX47	ENSG00000213782).GENE.M1.001	12	12813367	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0475039	-0.0459771	0.140985	0.319256	0.000459462	0.99954	15196	#N/A	#N/A
IL11RA	ENSG00000137070).GENE.M3.singleton	9	34655217	ref	M3.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.1306	-0.387614	0.126413	0.319276	6.08E-05	0.999939	15197	#N/A	#N/A
SEC14L3	ENSG00000100012).GENE.M3.0001	22	30449086	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.07017	-0.0679273	0.208267	0.3193	0.000210283	0.99979	15198	#N/A	#N/A
ZSCAN31	ENSG00000235109).GENE.M1.singleton	6	28326165	ref	M1.singleton	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.266806	-0.791902	0.25829	0.319311	1.46E-05	0.999985	15199	#N/A	#N/A
TMEM37	ENSG00000171227).GENE.M3.0001	2	119429926	ref	M3.0001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	-0.132522	-0.393341	0.128298	0.319322	5.96E-05	0.99994	15200	#N/A	#N/A
HIST2H2AC	ENSG00000184260).GENE.M1.001	1	149886974	ref	M1.001	30780_LDL_direct_inst_mean__RINT	UKB_Freeze_450_EUR	ADD-WGR-LR	0.0906034	-0.0877192	0.268926	0.319332	0.000127628	0.999872	15201	#N/A	#N/A
